date,1F地铁口,1F通道,1号门,24小时直梯,2F客梯厅,2号门,3号门,B1地铁口,B2F-2号客梯厅,B2F-3号客梯厅,B2F扶梯,B3F-2号客梯厅,B3F-3号客梯厅,奈雪,必胜客
2024-09-26 00:00,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
2024-09-26 00:10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 00:20,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
2024-09-26 00:30,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 00:40,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 00:50,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0
2024-09-26 01:00,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0
2024-09-26 01:10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 01:20,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0
2024-09-26 01:30,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
2024-09-26 01:40,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
2024-09-26 01:50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 02:00,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 02:10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 02:20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2024-09-26 02:30,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 02:40,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 02:50,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 03:00,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0
2024-09-26 03:10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 03:20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 03:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 03:50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 04:10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 04:20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 04:30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-09-26 04:40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-09-26 04:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 05:00,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2024-09-26 05:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 05:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 05:30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 05:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 05:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 06:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 06:20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 06:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 06:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 06:50,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2024-09-26 07:00,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 07:10,0,0,1,7,0,5,0,0,1,0,0,0,0,0,0
2024-09-26 07:20,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0
2024-09-26 07:30,0,0,0,2,0,15,6,12,3,0,0,0,0,0,0
2024-09-26 07:40,0,0,0,10,0,10,9,15,0,1,0,0,0,0,0
2024-09-26 07:50,0,0,1,5,0,9,13,12,0,5,0,0,1,1,0
2024-09-26 08:00,0,0,3,5,0,12,25,16,5,0,0,0,0,1,1
2024-09-26 08:10,0,0,1,3,0,12,12,15,0,0,0,0,0,0,0
2024-09-26 08:20,1,0,0,4,0,18,15,22,0,0,0,0,0,0,1
2024-09-26 08:30,0,1,3,4,0,12,9,15,0,0,1,0,0,0,0
2024-09-26 08:40,0,0,1,8,0,17,14,30,1,0,0,0,1,0,0
2024-09-26 08:50,1,0,2,7,0,21,8,18,3,0,3,0,0,0,0
2024-09-26 09:00,0,0,3,8,0,11,15,16,4,0,3,1,0,0,0
2024-09-26 09:10,0,0,0,8,0,22,16,26,2,0,3,0,0,0,0
2024-09-26 09:20,0,0,9,10,0,14,29,28,1,0,0,0,0,1,0
2024-09-26 09:30,0,0,5,14,0,16,17,22,0,0,1,0,0,1,1
2024-09-26 09:40,0,0,6,18,0,22,28,33,3,0,1,0,0,0,1
2024-09-26 09:50,8,0,27,12,0,47,31,45,9,5,1,3,0,1,1
2024-09-26 10:00,10,1,8,14,0,35,33,34,3,7,1,1,0,1,0
2024-09-26 10:10,16,0,8,23,0,22,28,37,5,17,1,0,2,0,2
2024-09-26 10:20,15,1,17,23,0,21,29,27,7,3,6,0,1,0,4
2024-09-26 10:30,13,0,20,18,0,30,36,34,13,8,4,1,0,0,4
2024-09-26 10:40,13,0,14,25,0,26,18,36,6,4,1,0,3,1,1
2024-09-26 10:50,14,1,16,12,0,41,32,40,4,5,0,3,0,2,1
2024-09-26 11:00,9,0,11,16,0,22,42,37,7,8,2,0,0,2,3
2024-09-26 11:10,10,1,15,14,0,24,41,25,4,3,1,2,0,1,3
2024-09-26 11:20,20,0,8,20,1,37,45,37,3,5,5,0,0,2,3
2024-09-26 11:30,9,1,11,12,0,32,51,30,5,10,12,2,1,1,1
2024-09-26 11:40,15,1,25,22,0,33,57,27,12,8,4,0,0,0,5
2024-09-26 11:50,12,0,15,30,1,34,62,44,7,1,4,5,0,1,3
2024-09-26 12:00,17,2,22,23,3,41,73,38,6,8,3,0,0,3,4
2024-09-26 12:10,14,0,26,17,0,50,77,33,14,4,1,0,0,2,8
2024-09-26 12:20,9,0,33,11,1,79,91,28,19,2,4,0,0,2,2
2024-09-26 12:30,18,0,23,15,0,45,92,46,4,5,7,2,2,0,2
2024-09-26 12:40,19,1,20,23,0,46,82,66,1,7,5,0,0,2,6
2024-09-26 12:50,22,1,26,33,0,50,70,49,9,16,5,0,4,2,5
2024-09-26 13:00,23,2,14,23,3,40,86,56,7,3,5,3,1,2,2
2024-09-26 13:10,19,0,15,31,0,43,70,63,12,10,1,4,1,0,2
2024-09-26 13:20,17,2,11,29,0,43,92,65,11,0,3,0,0,1,3
2024-09-26 13:30,8,0,11,20,1,36,90,44,3,5,5,0,2,1,1
2024-09-26 13:40,15,3,28,35,1,49,55,56,1,6,5,1,0,4,3
2024-09-26 13:50,16,1,14,12,0,56,48,63,10,6,4,0,10,4,1
2024-09-26 14:00,20,0,22,40,0,61,64,74,8,5,2,9,0,9,0
2024-09-26 14:10,12,0,16,24,0,36,77,48,10,11,4,8,2,0,4
2024-09-26 14:20,14,0,17,22,2,52,49,63,11,1,10,5,2,0,0
2024-09-26 14:30,17,0,8,37,0,45,65,61,8,1,7,0,3,4,2
2024-09-26 14:40,23,1,14,25,1,48,46,73,5,3,0,8,0,2,1
2024-09-26 14:50,18,0,24,32,0,54,53,69,12,5,5,2,11,6,0
2024-09-26 15:00,20,0,22,21,0,59,38,57,9,4,7,0,2,10,2
2024-09-26 15:10,14,1,22,34,0,56,69,76,11,2,6,5,5,1,1
2024-09-26 15:20,8,1,27,36,3,32,52,49,11,3,2,6,2,2,10
2024-09-26 15:30,12,0,18,29,0,61,64,54,12,1,5,3,0,3,4
2024-09-26 15:40,18,0,17,38,0,58,56,64,9,4,3,2,1,1,6
2024-09-26 15:50,21,4,26,19,0,58,48,45,10,11,4,5,5,4,7
2024-09-26 16:00,13,2,21,29,0,70,59,55,11,7,7,6,0,2,3
2024-09-26 16:10,23,1,21,37,2,41,63,59,10,10,5,3,1,2,2
2024-09-26 16:20,16,0,22,32,0,60,52,53,10,8,2,5,5,2,5
2024-09-26 16:30,27,0,20,30,0,59,56,53,7,0,8,8,3,4,6
2024-09-26 16:40,15,4,12,25,0,60,59,81,14,5,8,1,0,10,4
2024-09-26 16:50,20,1,16,41,0,65,42,67,14,7,2,8,5,2,2
2024-09-26 17:00,32,1,20,34,1,51,67,51,3,3,14,6,5,0,1
2024-09-26 17:10,24,1,14,29,0,65,52,70,3,4,9,1,0,1,6
2024-09-26 17:20,20,2,15,31,0,48,52,64,10,5,6,3,2,2,4
2024-09-26 17:30,24,0,24,39,0,63,83,56,10,0,4,0,7,5,2
2024-09-26 17:40,19,5,21,28,2,48,63,53,1,7,5,0,1,2,2
2024-09-26 17:50,17,0,27,43,0,64,112,70,7,4,4,5,1,3,3
2024-09-26 18:00,11,2,24,41,0,77,92,71,18,6,5,3,2,3,2
2024-09-26 18:10,14,1,32,57,1,71,95,68,8,6,9,7,7,1,4
2024-09-26 18:20,20,4,10,39,1,96,90,78,5,7,5,0,1,8,0
2024-09-26 18:30,19,0,24,35,0,76,90,76,10,0,7,0,1,4,0
2024-09-26 18:40,11,3,14,23,1,79,86,56,12,12,0,2,0,0,1
2024-09-26 18:50,16,2,17,51,1,79,79,94,17,5,0,9,2,2,0
2024-09-26 19:00,9,4,20,32,0,77,79,45,3,13,8,0,0,2,0
2024-09-26 19:10,18,1,18,35,0,67,94,58,7,3,0,0,3,2,0
2024-09-26 19:20,15,2,22,32,0,69,59,46,1,1,2,1,8,1,1
2024-09-26 19:30,26,0,8,36,0,83,69,43,2,2,2,0,1,3,0
2024-09-26 19:40,17,1,15,24,0,51,59,78,2,3,3,0,0,1,0
2024-09-26 19:50,10,0,10,31,0,53,46,53,4,0,9,2,0,3,0
2024-09-26 20:00,12,0,6,33,0,56,53,62,7,1,4,0,0,6,1
2024-09-26 20:10,11,2,11,20,0,54,49,51,4,2,7,0,1,1,0
2024-09-26 20:20,19,0,7,25,0,51,31,45,3,0,2,2,0,1,1
2024-09-26 20:30,4,0,15,20,0,53,39,46,2,4,1,1,1,2,0
2024-09-26 20:40,10,0,11,16,0,35,41,76,10,2,2,0,2,0,0
2024-09-26 20:50,7,1,9,15,0,41,30,56,3,2,6,0,3,3,0
2024-09-26 21:00,14,1,13,16,0,39,16,44,1,0,4,2,2,1,0
2024-09-26 21:10,9,0,9,30,0,47,30,79,0,7,0,1,0,1,3
2024-09-26 21:20,8,2,3,19,0,35,16,48,2,1,2,0,0,1,0
2024-09-26 21:30,5,1,5,9,2,43,19,56,1,1,0,0,0,4,0
2024-09-26 21:40,12,0,5,13,0,33,28,45,1,0,0,0,0,1,0
2024-09-26 21:50,2,0,4,17,0,22,14,33,3,0,0,0,1,0,0
2024-09-26 22:00,9,0,0,18,0,15,10,9,2,0,0,0,3,0,0
2024-09-26 22:10,0,0,0,18,0,0,2,0,6,0,0,0,0,0,0
2024-09-26 22:20,0,0,0,14,0,0,1,0,2,0,0,0,0,0,0
2024-09-26 22:30,0,0,0,7,0,1,3,0,1,0,0,0,0,1,0
2024-09-26 22:40,0,0,0,17,0,0,1,0,1,0,0,0,0,0,0
2024-09-26 22:50,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0
2024-09-26 23:00,0,0,0,20,0,0,9,0,0,0,0,0,0,0,0
2024-09-26 23:10,0,0,0,8,0,0,4,0,1,0,0,0,0,0,0
2024-09-26 23:20,1,0,0,5,0,0,0,0,2,0,0,0,0,0,0
2024-09-26 23:30,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0
2024-09-26 23:40,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2024-09-26 23:50,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
2024-09-27 00:00,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 00:10,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0
2024-09-27 00:20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 00:30,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 00:40,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0
2024-09-27 00:50,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0
2024-09-27 01:00,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0
2024-09-27 01:10,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0
2024-09-27 01:20,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0
2024-09-27 01:30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 01:40,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 01:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 02:00,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 02:10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 02:20,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0
2024-09-27 02:30,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 02:40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 02:50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 03:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 03:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 03:20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-09-27 03:30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 03:40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 03:50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 04:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 04:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 04:20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-09-27 04:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 04:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 04:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 05:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 05:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 05:30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-09-27 05:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 05:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 06:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 06:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 06:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 06:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 06:50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2024-09-27 07:00,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0
2024-09-27 07:10,0,0,0,8,0,4,0,0,1,0,0,0,0,0,0
2024-09-27 07:20,0,0,2,6,0,3,2,1,1,0,0,0,0,1,2
2024-09-27 07:30,0,0,0,6,0,10,2,7,2,0,0,0,0,0,1
2024-09-27 07:40,0,0,0,12,0,6,3,16,1,0,0,0,0,1,0
2024-09-27 07:50,0,0,3,7,0,6,22,13,0,0,0,0,0,1,1
2024-09-27 08:00,0,0,1,6,0,8,26,16,3,0,0,0,0,0,2
2024-09-27 08:10,0,0,5,6,0,14,15,10,1,0,0,0,0,0,0
2024-09-27 08:20,1,1,1,7,0,19,10,17,0,0,0,0,0,0,0
2024-09-27 08:30,0,0,1,7,0,17,15,18,3,0,1,0,1,0,0
2024-09-27 08:40,1,0,2,12,0,14,7,18,3,0,0,2,1,0,0
2024-09-27 08:50,0,0,5,22,0,14,11,27,3,0,0,0,0,0,0
2024-09-27 09:00,0,0,2,16,0,24,27,17,4,0,0,0,0,0,2
2024-09-27 09:10,0,0,3,9,0,22,15,24,1,0,0,0,0,1,0
2024-09-27 09:20,0,0,4,19,0,19,38,34,2,0,0,0,0,1,1
2024-09-27 09:30,0,0,12,8,0,23,19,24,0,0,2,0,0,1,1
2024-09-27 09:40,0,0,14,12,0,32,25,23,5,0,2,0,0,0,0
2024-09-27 09:50,1,1,34,14,0,33,42,49,1,6,0,2,1,1,0
2024-09-27 10:00,21,1,19,19,0,42,22,27,8,7,2,0,0,1,0
2024-09-27 10:10,17,3,8,29,0,36,25,28,8,0,0,2,0,0,2
2024-09-27 10:20,18,3,10,32,0,40,36,40,12,7,7,2,1,0,1
2024-09-27 10:30,9,0,12,20,0,34,36,28,8,9,3,2,0,1,1
2024-09-27 10:40,10,6,16,17,1,24,27,28,11,14,1,1,0,0,5
2024-09-27 10:50,10,3,17,11,0,47,25,20,7,3,4,3,0,3,2
2024-09-27 11:00,8,1,15,15,0,34,35,28,0,1,6,1,1,0,6
2024-09-27 11:10,15,0,13,19,0,42,44,29,8,1,4,2,1,1,4
2024-09-27 11:20,15,1,16,16,1,34,54,35,4,2,0,3,0,1,2
2024-09-27 11:30,20,0,24,11,0,34,68,31,5,5,5,0,1,2,2
2024-09-27 11:40,10,2,26,14,0,41,52,34,3,2,5,0,0,5,1
2024-09-27 11:50,13,2,8,29,4,65,71,44,4,1,2,0,0,3,1
2024-09-27 12:00,12,2,18,27,0,50,75,56,13,5,2,2,0,0,2
2024-09-27 12:10,5,7,38,40,0,46,67,39,12,2,0,0,0,2,3
2024-09-27 12:20,21,0,29,20,1,50,76,44,7,7,1,3,0,1,5
2024-09-27 12:30,9,2,15,28,0,60,75,41,9,2,3,0,0,2,4
2024-09-27 12:40,22,0,21,23,2,65,83,71,7,7,3,5,0,3,8
2024-09-27 12:50,18,0,37,25,6,54,76,52,5,7,4,0,3,2,6
2024-09-27 13:00,19,0,14,25,0,44,69,58,9,7,4,4,3,1,7
2024-09-27 13:10,18,1,15,43,0,67,57,53,6,12,0,1,3,0,5
2024-09-27 13:20,21,0,27,41,1,55,66,69,2,6,2,4,1,3,3
2024-09-27 13:30,14,3,25,25,0,64,65,53,3,4,7,5,3,3,3
2024-09-27 13:40,12,0,24,31,0,62,42,53,4,6,9,2,5,0,2
2024-09-27 13:50,24,1,32,16,0,67,57,51,3,5,6,3,3,1,5
2024-09-27 14:00,18,3,23,37,0,51,68,55,4,8,1,5,0,1,0
2024-09-27 14:10,17,0,18,14,0,42,62,51,5,4,2,6,0,5,5
2024-09-27 14:20,15,1,17,25,0,53,63,70,7,12,4,5,0,3,3
2024-09-27 14:30,10,3,12,48,0,54,62,44,5,12,3,1,0,1,2
2024-09-27 14:40,22,4,14,27,0,61,54,81,9,14,5,4,2,6,0
2024-09-27 14:50,27,10,13,26,0,50,58,74,7,8,4,5,0,2,3
2024-09-27 15:00,28,2,11,19,0,53,56,73,10,7,1,2,0,7,2
2024-09-27 15:10,20,0,17,19,0,61,45,67,9,0,4,0,0,3,4
2024-09-27 15:20,18,0,27,41,1,67,53,55,5,9,2,11,2,2,1
2024-09-27 15:30,24,0,21,43,1,57,46,54,15,9,3,4,4,4,1
2024-09-27 15:40,23,1,17,41,0,64,63,49,6,0,11,2,3,10,3
2024-09-27 15:50,22,4,30,36,0,70,32,50,4,1,10,0,0,4,2
2024-09-27 16:00,29,0,33,35,0,45,61,65,1,7,4,8,5,0,2
2024-09-27 16:10,23,1,21,34,0,57,51,63,8,5,0,0,1,2,4
2024-09-27 16:20,14,0,24,34,0,42,61,72,8,8,1,5,0,2,3
2024-09-27 16:30,28,2,20,34,0,56,62,52,6,6,3,2,0,3,5
2024-09-27 16:40,19,2,16,25,1,73,67,73,5,5,10,9,3,6,2
2024-09-27 16:50,29,1,11,35,0,67,57,76,5,10,4,1,2,2,7
2024-09-27 17:00,30,7,10,21,0,61,65,49,5,3,7,3,2,5,4
2024-09-27 17:10,26,5,22,31,0,62,76,66,10,4,2,9,0,1,3
2024-09-27 17:20,23,4,25,35,0,71,74,72,10,1,0,1,4,2,2
2024-09-27 17:30,10,2,24,34,3,74,68,55,6,5,6,0,1,0,2
2024-09-27 17:40,15,6,11,26,0,51,69,68,10,6,1,0,0,1,3
2024-09-27 17:50,18,2,21,22,1,79,108,71,15,4,4,0,0,1,4
2024-09-27 18:00,11,2,19,19,1,72,88,87,8,3,3,0,0,2,0
2024-09-27 18:10,24,0,27,37,0,76,106,69,3,5,3,1,4,5,3
2024-09-27 18:20,15,0,18,29,1,90,100,69,13,3,5,0,0,9,3
2024-09-27 18:30,21,1,21,36,0,83,106,57,8,2,5,0,0,4,1
2024-09-27 18:40,13,4,25,29,0,81,74,86,2,4,1,0,3,5,1
2024-09-27 18:50,23,0,16,37,2,68,100,69,8,10,0,0,0,2,2
2024-09-27 19:00,20,3,25,36,0,65,67,63,12,7,1,2,2,0,0
2024-09-27 19:10,18,4,29,22,0,52,73,62,1,6,2,2,0,0,1
2024-09-27 19:20,26,0,21,29,0,56,60,79,2,10,2,0,2,1,0
2024-09-27 19:30,14,0,25,25,0,57,70,78,4,3,1,0,5,2,2
2024-09-27 19:40,12,0,22,35,0,64,63,60,8,5,3,6,0,2,1
2024-09-27 19:50,8,2,7,36,0,68,64,73,2,1,10,2,0,3,0
2024-09-27 20:00,19,0,14,27,0,53,42,80,3,1,1,0,0,1,1
2024-09-27 20:10,12,0,12,23,0,36,65,83,5,0,2,1,0,0,0
2024-09-27 20:20,7,1,10,18,0,38,58,88,2,0,0,0,1,0,0
2024-09-27 20:30,11,0,9,43,0,40,40,58,1,3,0,2,0,0,0
2024-09-27 20:40,13,1,7,17,0,43,32,47,0,0,1,0,0,1,1
2024-09-27 20:50,9,2,12,6,0,42,34,96,0,2,4,0,0,3,1
2024-09-27 21:00,6,0,3,10,0,37,32,102,0,2,0,0,0,1,2
2024-09-27 21:10,13,1,5,3,0,30,23,56,0,0,2,1,0,0,1
2024-09-27 21:20,8,1,4,11,0,38,14,62,6,0,0,0,0,2,0
2024-09-27 21:30,3,1,5,10,0,45,8,41,3,3,0,0,0,0,0
2024-09-27 21:40,4,0,9,11,0,26,17,54,2,1,1,0,0,4,1
2024-09-27 21:50,4,0,3,12,0,23,27,56,4,0,0,0,0,3,0
2024-09-27 22:00,2,0,6,17,0,17,7,15,3,0,0,0,0,1,0
2024-09-27 22:10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 22:20,0,0,0,5,0,1,9,0,0,1,0,0,0,0,0
2024-09-27 22:30,0,0,0,1,0,0,27,0,1,0,0,0,0,0,0
2024-09-27 22:40,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0
2024-09-27 22:50,0,0,0,17,0,4,1,0,2,3,0,0,0,0,0
2024-09-27 23:00,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0
2024-09-27 23:10,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
2024-09-27 23:20,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0
2024-09-27 23:30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 23:40,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2024-09-27 23:50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 00:00,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024-09-28 00:10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
2024-09-28 00:20,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0
2024-09-28 00:30,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0
2024-09-28 00:40,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0
2024-09-28 00:50,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0
2024-09-28 01:00,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
2024-09-28 01:10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-09-28 01:20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 01:40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 01:50,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
2024-09-28 02:00,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 02:10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 02:20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 02:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 02:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 02:50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 03:10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 03:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 03:30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 03:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 03:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 04:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 04:20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-09-28 04:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 04:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 04:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 05:10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-09-28 05:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 05:30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-09-28 05:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 05:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 06:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 06:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 06:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 06:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-09-28 06:50,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2024-09-28 07:00,0,0,1,3,0,0,3,0,1,0,0,0,0,1,0
2024-09-28 07:10,0,0,1,8,0,2,2,0,0,0,0,0,0,0,0
2024-09-28 07:20,0,0,1,17,0,4,0,2,0,0,1,0,0,2,0
2024-09-28 07:30,0,0,0,9,0,6,0,23,1,0,0,0,1,0,0
2024-09-28 07:40,0,0,0,5,0,15,2,35,0,0,0,0,0,0,0
2024-09-28 07:50,0,1,4,5,0,16,12,45,2,0,0,0,0,0,2
2024-09-28 08:00,0,0,3,6,0,21,9,53,2,0,2,0,0,0,1
2024-09-28 08:10,0,0,1,3,0,19,14,118,2,0,0,1,0,0,1
