date,1F地铁口,1F通道,1号门,24小时直梯,2F客梯厅,2号门,3号门,B1地铁口,B2F-2号客梯厅,B2F-3号客梯厅,B2F扶梯,B3F-2号客梯厅,B3F-3号客梯厅,奈雪,必胜客
2024-10-16 10:00,12,0,10,11,1,34,47,34,5,1,3,1,0,0,3
2024-10-16 10:10,9,0,9,16,1,27,27,23,3,1,2,1,2,2,2
2024-10-16 10:20,6,1,13,21,1,29,30,36,3,2,0,2,0,0,4
2024-10-16 10:30,4,0,12,14,1,38,25,23,2,0,0,4,1,0,3
2024-10-16 10:40,15,0,13,17,5,22,38,24,4,4,2,1,3,1,4
2024-10-16 10:50,9,1,13,18,1,22,32,24,1,0,1,5,1,1,4
2024-10-16 11:00,12,0,12,13,1,33,25,19,9,0,2,6,3,0,2
2024-10-16 11:10,18,0,24,18,1,39,30,18,5,4,3,1,0,3,2
2024-10-16 11:20,5,1,16,24,3,29,27,32,1,3,1,5,1,5,3
2024-10-16 11:30,10,0,15,26,31,69,42,29,5,2,4,1,0,3,3
2024-10-16 11:40,20,0,21,25,15,46,51,23,3,1,1,1,4,2,0
2024-10-16 11:50,12,0,24,44,39,42,62,34,5,1,1,6,1,2,6
2024-10-16 12:00,19,0,28,36,71,68,124,47,2,0,2,3,0,2,1
2024-10-16 12:10,7,0,27,39,24,60,140,39,3,1,2,1,2,2,2
2024-10-16 12:20,8,1,23,30,26,47,109,48,3,2,0,0,4,0,1
2024-10-16 12:30,15,1,30,20,10,58,81,54,2,2,2,1,1,4,4
2024-10-16 12:40,14,0,10,31,10,59,68,42,3,0,5,6,1,2,2
2024-10-16 12:50,14,0,23,23,10,47,75,43,4,4,3,0,0,2,2
2024-10-16 13:00,12,9,16,18,22,45,69,48,4,1,1,0,1,1,3
2024-10-16 13:10,15,1,10,21,11,55,44,54,2,5,1,0,0,2,2
2024-10-16 13:20,14,0,13,20,1,51,39,41,7,0,3,3,3,6,3
2024-10-16 13:30,8,1,6,23,4,34,41,26,6,7,5,3,2,3,3
2024-10-16 13:40,6,1,12,27,7,35,52,48,2,3,2,0,2,3,3
2024-10-16 13:50,19,0,23,18,2,51,23,51,1,1,5,3,0,1,2
2024-10-16 14:00,16,0,11,14,6,24,38,45,6,3,0,0,1,2,0
2024-10-16 14:10,11,0,9,15,2,41,47,61,3,3,0,0,2,0,2
2024-10-16 14:20,10,2,11,12,4,40,53,37,4,3,2,0,0,0,1
2024-10-16 14:30,8,0,17,14,6,33,35,28,6,2,1,0,1,8,0
2024-10-16 14:40,13,2,15,11,1,22,30,40,4,1,3,0,2,1,1
2024-10-16 14:50,14,3,14,13,2,17,25,40,1,0,2,0,0,0,0
2024-10-16 15:00,9,0,17,31,1,23,41,22,3,1,3,0,0,0,0
2024-10-16 15:10,9,0,6,13,1,47,41,31,1,3,2,0,0,1,1
2024-10-16 15:20,8,1,10,18,4,41,38,42,8,1,1,2,0,0,0
2024-10-16 15:30,10,5,11,21,2,29,37,19,2,2,1,0,4,1,0
2024-10-16 15:40,8,0,17,19,1,43,28,17,8,3,0,0,0,2,2
2024-10-16 15:50,16,1,9,25,5,42,47,33,5,1,3,1,3,10,2
2024-10-16 16:00,10,0,9,24,1,32,102,19,1,4,1,0,1,0,3
2024-10-16 16:10,7,0,10,28,3,33,54,27,3,1,0,2,3,0,0
2024-10-16 16:20,14,4,4,14,2,39,49,47,2,0,3,0,1,0,1
2024-10-16 16:30,8,5,19,16,1,41,42,35,3,4,2,2,0,0,4
2024-10-16 16:40,17,1,16,17,1,35,50,27,9,3,1,0,1,0,1
2024-10-16 16:50,21,0,6,20,1,31,51,21,0,5,3,0,4,2,2
2024-10-16 17:00,11,3,12,15,3,57,47,37,3,3,2,1,1,4,2
2024-10-16 17:10,21,1,12,33,3,44,63,44,0,1,2,0,1,3,5
2024-10-16 17:20,16,1,19,20,3,61,71,48,4,1,5,1,0,0,2
2024-10-16 17:30,17,2,32,11,9,114,97,67,7,1,1,0,1,2,3
2024-10-16 17:40,25,5,20,23,5,91,113,58,5,5,9,0,0,2,8
2024-10-16 17:50,18,3,17,26,5,73,163,60,4,5,4,0,2,2,1
2024-10-16 18:00,16,3,25,33,27,114,188,68,3,3,0,0,2,5,1
2024-10-16 18:10,29,1,22,34,11,111,151,72,15,4,3,0,0,0,0
2024-10-16 18:20,24,0,20,33,8,84,159,85,2,4,4,0,4,3,0
2024-10-16 18:30,24,0,10,39,4,97,157,66,3,3,3,0,0,1,0
2024-10-16 18:40,23,3,19,30,1,54,98,80,1,1,4,0,0,1,0
2024-10-16 18:50,17,1,16,31,4,72,111,72,5,0,4,1,2,0,0
2024-10-16 19:00,12,4,20,38,6,81,102,57,5,4,2,0,1,3,0
2024-10-16 19:10,5,2,13,39,1,46,91,61,5,2,2,1,0,2,1
2024-10-16 19:20,15,0,34,27,1,68,62,85,2,1,3,3,1,0,1
2024-10-16 19:30,6,0,13,28,0,40,56,58,3,7,3,0,1,1,1
2024-10-16 19:40,15,2,4,20,3,48,55,43,6,2,1,0,0,2,0
2024-10-16 19:50,7,5,12,22,1,55,45,46,3,1,10,0,0,2,1
2024-10-16 20:00,10,2,11,17,0,45,51,34,2,3,2,2,0,2,0
2024-10-16 20:10,8,3,7,18,0,46,33,37,4,5,4,0,0,3,0
2024-10-16 20:20,4,1,7,16,0,28,43,34,2,3,6,1,0,0,0
2024-10-16 20:30,6,0,4,22,1,41,49,42,0,7,0,1,1,0,1
2024-10-16 20:40,3,3,8,15,0,37,46,46,1,1,1,0,0,3,0
2024-10-16 20:50,7,1,4,12,0,27,26,32,4,2,0,0,0,0,2
2024-10-16 21:00,5,2,2,18,0,45,35,40,4,0,2,1,0,1,0
2024-10-16 21:10,8,1,5,13,0,36,31,50,3,0,0,0,0,0,0
2024-10-16 21:20,5,0,5,10,0,25,47,34,1,0,2,1,0,0,0
2024-10-16 21:30,3,1,2,16,0,31,36,46,3,1,0,0,1,2,0
2024-10-16 21:40,3,1,4,14,0,40,35,22,2,3,0,1,0,0,0
2024-10-16 21:50,6,0,2,11,0,24,15,37,1,1,0,0,2,1,0
2024-10-16 22:00,5,0,0,8,0,4,8,1,4,0,0,0,0,0,0
2024-10-16 22:10,0,0,1,17,0,0,1,0,4,0,0,0,0,0,0
2024-10-16 22:20,0,0,0,10,0,0,5,0,1,0,0,0,0,1,0
2024-10-16 22:30,0,0,0,15,0,1,1,0,0,0,0,0,0,0,0
2024-10-16 22:40,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0
2024-10-16 22:50,0,0,0,5,0,0,1,0,1,0,0,0,0,2,0
2024-10-16 23:00,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
2024-10-16 23:10,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
2024-10-16 23:20,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0
2024-10-16 23:30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-10-16 23:40,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0
2024-10-16 23:50,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
2024-10-17 00:00,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 00:10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 00:20,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
2024-10-17 00:30,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0
2024-10-17 00:40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 00:50,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
2024-10-17 01:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 01:10,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0
2024-10-17 01:20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 01:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 01:40,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 01:50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 02:00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 02:10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 02:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 02:30,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 02:40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 02:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 03:10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 03:20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 03:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 03:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 03:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 04:10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-10-17 04:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 04:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 04:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 04:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 05:10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-10-17 05:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 05:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 05:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 05:50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 06:00,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-10-17 06:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 06:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 06:30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2024-10-17 06:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 06:50,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 07:00,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
2024-10-17 07:10,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0
2024-10-17 07:20,0,0,1,5,0,5,0,3,1,0,0,0,0,1,0
2024-10-17 07:30,0,0,0,5,0,12,1,25,1,0,0,0,0,0,0
2024-10-17 07:40,0,0,0,9,0,23,4,46,1,0,0,0,1,1,3
2024-10-17 07:50,0,0,2,9,0,20,7,53,3,1,0,0,0,0,0
2024-10-17 08:00,0,0,2,5,0,18,5,56,4,0,2,2,0,1,1
2024-10-17 08:10,0,0,1,7,0,27,7,110,2,1,1,0,0,0,1
2024-10-17 08:20,0,0,6,6,0,31,4,152,3,1,5,0,0,0,0
2024-10-17 08:30,0,0,2,8,0,19,11,160,2,0,0,1,1,0,0
2024-10-17 08:40,0,0,7,14,0,27,13,153,1,0,1,2,1,1,1
2024-10-17 08:50,1,0,7,10,0,28,5,172,7,0,0,1,0,1,0
2024-10-17 09:00,0,1,7,16,0,28,8,90,2,0,0,0,1,0,0
2024-10-17 09:10,0,0,10,13,0,17,13,71,2,1,0,1,1,1,0
2024-10-17 09:20,0,0,5,9,0,31,28,69,1,0,2,0,0,1,0
2024-10-17 09:30,0,0,11,11,1,27,10,40,0,0,0,1,0,1,1
2024-10-17 09:40,0,0,10,23,0,39,11,57,3,1,0,1,0,2,0
2024-10-17 09:50,4,1,16,12,0,34,23,54,3,1,0,6,0,1,1
2024-10-17 10:00,1,1,10,14,1,26,36,36,4,2,1,1,2,2,1
2024-10-17 10:10,8,0,3,12,2,29,25,36,1,2,1,0,3,1,3
2024-10-17 10:20,1,1,7,13,1,27,36,27,6,2,1,1,3,1,0
2024-10-17 10:30,4,0,6,14,4,33,42,24,1,0,1,3,0,0,2
2024-10-17 10:40,7,0,13,17,3,34,29,34,2,0,6,1,1,1,1
2024-10-17 10:50,9,1,10,19,6,44,26,35,1,0,3,2,4,0,0
2024-10-17 11:00,5,1,7,17,5,30,26,36,4,0,3,1,5,0,2
2024-10-17 11:10,14,0,8,8,5,55,33,14,3,0,1,0,8,1,0
2024-10-17 11:20,14,0,11,13,4,35,43,31,2,3,2,0,0,1,0
2024-10-17 11:30,4,0,15,27,26,47,63,19,0,1,4,0,1,3,2
2024-10-17 11:40,12,0,22,17,67,58,62,24,6,3,1,5,1,3,2
2024-10-17 11:50,11,0,14,25,68,51,96,43,5,0,1,1,0,4,1
2024-10-17 12:00,8,0,25,26,68,82,142,52,7,3,3,1,1,1,0
2024-10-17 12:10,11,2,29,40,66,85,177,52,1,4,0,0,3,1,4
2024-10-17 12:20,18,1,19,22,26,48,143,63,9,2,3,1,1,2,1
2024-10-17 12:30,5,1,17,24,16,39,98,47,2,0,5,1,1,0,0
2024-10-17 12:40,17,0,28,15,10,56,89,59,6,1,2,1,2,4,2
2024-10-17 12:50,7,0,17,13,10,33,85,32,1,7,4,0,0,3,0
2024-10-17 13:00,7,0,14,16,16,33,70,61,2,4,3,2,1,3,1
2024-10-17 13:10,6,4,21,20,12,47,60,51,4,3,1,2,1,4,6
2024-10-17 13:20,15,3,14,22,0,56,63,46,2,1,2,3,0,2,3
2024-10-17 13:30,13,0,16,16,10,47,53,47,3,4,1,2,1,2,6
2024-10-17 13:40,14,0,10,25,2,48,56,57,2,1,15,2,4,2,1
2024-10-17 13:50,9,4,12,13,0,33,70,54,8,6,2,1,5,1,3
2024-10-17 14:00,9,1,18,17,4,36,45,37,3,3,3,3,2,7,4
2024-10-17 14:10,8,0,20,18,1,28,49,35,6,3,3,9,2,2,1
2024-10-17 14:20,14,0,13,30,6,39,67,45,9,1,1,4,1,2,1
2024-10-17 14:30,18,0,13,38,0,42,56,36,1,1,4,0,0,5,2
2024-10-17 14:40,10,0,13,29,3,44,51,45,3,0,1,3,2,1,0
2024-10-17 14:50,9,0,10,16,2,45,37,36,3,0,0,1,4,1,0
2024-10-17 15:00,6,1,6,17,2,44,41,47,1,0,1,1,0,0,0
2024-10-17 15:10,16,2,4,21,3,39,43,45,0,1,0,0,4,4,0
2024-10-17 15:20,13,2,17,7,1,37,53,42,4,1,3,1,2,0,2
2024-10-17 15:30,9,0,12,19,2,45,34,46,6,1,2,1,0,1,1
2024-10-17 15:40,9,1,9,10,0,39,51,48,3,4,2,4,2,1,3
2024-10-17 15:50,13,0,14,17,2,49,58,38,4,4,4,0,1,1,2
2024-10-17 16:00,10,1,9,39,7,35,81,45,6,3,1,1,1,1,0
2024-10-17 16:10,6,0,12,26,3,46,62,44,11,0,2,0,2,1,0
2024-10-17 16:20,9,0,11,28,4,37,52,46,4,1,6,1,1,1,4
2024-10-17 16:30,13,3,6,18,3,53,61,32,1,2,1,1,1,4,2
2024-10-17 16:40,10,2,9,41,1,48,78,48,7,4,5,1,2,0,2
2024-10-17 16:50,16,3,13,32,0,55,64,43,10,1,2,1,2,0,3
2024-10-17 17:00,14,6,5,20,4,56,90,34,6,3,4,0,3,4,2
2024-10-17 17:10,12,0,10,26,2,73,103,47,7,3,3,0,2,3,5
2024-10-17 17:20,30,0,20,34,1,38,87,33,5,6,1,0,3,0,5
2024-10-17 17:30,12,1,32,38,8,112,97,55,4,4,2,0,0,5,2
2024-10-17 17:40,7,2,28,42,8,99,113,53,2,2,5,1,0,1,3
2024-10-17 17:50,24,1,16,41,5,101,163,71,4,4,4,0,1,0,1
2024-10-17 18:00,26,0,27,27,20,128,190,62,8,4,1,3,0,0,0
2024-10-17 18:10,20,1,26,44,6,141,211,60,5,2,6,1,1,6,1
2024-10-17 18:20,22,0,46,45,1,119,199,59,9,4,5,1,2,6,0
2024-10-17 18:30,14,8,36,34,7,138,183,69,6,9,8,0,0,1,3
2024-10-17 18:40,16,4,35,41,0,116,159,97,7,4,1,1,0,2,2
2024-10-17 18:50,14,3,11,42,3,78,174,77,6,3,5,2,0,1,0
2024-10-17 19:00,19,2,16,42,1,62,128,70,12,0,3,0,0,0,1
2024-10-17 19:10,23,2,24,38,14,82,151,67,6,3,3,1,0,2,2
2024-10-17 19:20,14,1,27,39,2,59,93,61,13,6,3,4,1,1,1
2024-10-17 19:30,13,0,22,43,1,68,85,71,5,4,1,2,1,2,0
2024-10-17 19:40,6,0,28,38,0,47,86,50,5,6,3,3,0,2,2
2024-10-17 19:50,9,0,11,29,0,56,61,53,6,1,5,1,3,4,1
2024-10-17 20:00,12,1,13,24,0,55,56,60,0,1,5,4,0,0,1
2024-10-17 20:10,12,1,15,27,0,74,49,53,3,3,1,1,0,2,0
2024-10-17 20:20,18,1,10,22,0,72,69,37,14,0,3,0,0,4,0
2024-10-17 20:30,11,1,11,25,0,64,65,50,1,0,1,2,0,3,2
2024-10-17 20:40,7,0,10,27,0,56,37,41,5,2,0,1,0,6,2
2024-10-17 20:50,11,2,8,10,0,53,53,44,3,4,0,0,5,4,0
2024-10-17 21:00,12,0,16,16,0,69,50,52,3,3,1,0,0,0,0
2024-10-17 21:10,10,4,5,11,0,48,29,69,2,0,3,1,0,0,0
2024-10-17 21:20,4,2,8,14,0,43,37,36,1,2,2,1,0,0,0
2024-10-17 21:30,7,0,11,24,0,40,47,55,1,0,5,1,0,0,2
2024-10-17 21:40,6,1,7,24,0,28,33,44,1,0,1,0,0,1,0
2024-10-17 21:50,4,0,5,17,0,61,25,32,3,0,3,0,0,0,0
2024-10-17 22:00,1,0,3,27,0,13,22,21,1,0,0,0,2,0,0
2024-10-17 22:10,0,0,0,21,0,3,10,0,0,0,0,0,0,0,0
2024-10-17 22:20,0,0,0,6,0,2,14,0,6,0,0,0,0,1,0
2024-10-17 22:30,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0
2024-10-17 22:40,0,0,0,6,0,3,3,0,3,0,0,0,0,1,0
2024-10-17 22:50,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0
2024-10-17 23:00,0,0,0,15,0,6,1,0,0,0,0,0,0,0,0
2024-10-17 23:10,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0
2024-10-17 23:20,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 23:30,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0
2024-10-17 23:40,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2024-10-17 23:50,0,0,0,5,0,1,0,0,3,0,0,0,0,0,0
2024-10-18 00:00,0,0,0,8,0,1,0,0,4,0,0,0,0,0,0
2024-10-18 00:10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 00:20,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 00:30,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
2024-10-18 00:40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 00:50,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 01:00,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
2024-10-18 01:10,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0
2024-10-18 01:20,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0
2024-10-18 01:30,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0
2024-10-18 01:40,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
2024-10-18 01:50,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0
2024-10-18 02:00,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 02:10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 02:20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 02:30,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 02:40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 02:50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 03:10,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
2024-10-18 03:20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 03:30,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 03:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 03:50,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 04:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 04:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 04:30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-10-18 04:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 04:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 05:10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2024-10-18 05:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 05:30,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 05:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 05:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 06:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 06:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 06:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 06:40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 06:50,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2024-10-18 07:00,0,0,0,3,0,1,5,0,0,0,0,0,0,0,0
2024-10-18 07:10,0,0,1,15,0,2,3,0,1,0,0,0,0,0,0
2024-10-18 07:20,0,0,3,10,0,5,0,0,1,0,0,0,0,1,3
2024-10-18 07:30,0,0,0,6,0,15,9,12,3,0,0,0,0,0,0
2024-10-18 07:40,0,0,0,23,0,17,16,22,0,0,0,0,0,1,1
2024-10-18 07:50,0,0,1,8,0,8,25,18,0,0,0,0,1,1,1
2024-10-18 08:00,0,0,3,9,0,7,5,17,5,0,0,0,0,1,1
2024-10-18 08:10,0,0,4,58,0,26,8,34,0,1,0,0,0,0,0
2024-10-18 08:20,0,0,6,105,0,15,11,42,15,2,3,0,4,0,1
2024-10-18 08:30,1,1,9,54,0,35,26,28,6,1,1,1,0,0,0
2024-10-18 08:40,0,0,2,40,0,22,12,39,3,1,1,4,0,0,0
2024-10-18 08:50,0,0,4,20,0,23,21,28,4,0,3,1,0,0,0
2024-10-18 09:00,0,0,2,20,0,23,13,18,7,0,2,1,0,1,0
2024-10-18 09:10,0,0,6,23,0,35,20,26,7,0,0,0,0,0,0
2024-10-18 09:20,1,0,10,8,0,31,29,27,2,0,6,0,0,0,0
2024-10-18 09:30,0,0,8,15,0,27,18,26,7,0,3,0,0,0,2
2024-10-18 09:40,0,0,25,30,0,61,27,38,9,0,2,2,0,2,0
2024-10-18 09:50,2,1,19,35,0,82,31,37,3,4,4,3,1,0,0
2024-10-18 10:00,17,1,12,26,0,45,33,35,3,5,3,0,0,2,1
2024-10-18 10:10,14,0,7,40,0,39,43,35,4,5,1,0,0,0,2
2024-10-18 10:20,17,0,16,45,0,49,43,32,7,1,0,0,0,1,1
2024-10-18 10:30,17,0,17,21,1,39,43,31,14,3,2,2,5,3,0
2024-10-18 10:40,18,0,17,24,0,41,51,35,8,5,3,0,1,1,3
2024-10-18 10:50,13,0,14,27,1,29,50,36,1,4,5,2,1,2,0
2024-10-18 11:00,11,4,19,15,0,34,49,40,8,4,1,3,0,0,5
2024-10-18 11:10,12,2,24,27,2,31,72,32,13,5,4,4,0,6,6
2024-10-18 11:20,19,0,18,35,0,48,72,34,7,1,1,0,0,2,3
2024-10-18 11:30,21,1,20,26,0,42,60,38,6,2,1,0,0,5,2
2024-10-18 11:40,21,0,28,16,1,51,65,59,13,3,2,2,1,1,1
2024-10-18 11:50,10,0,18,32,0,49,94,47,0,7,4,0,0,4,3
2024-10-18 12:00,19,0,22,38,3,46,75,35,12,5,6,0,1,2,6
2024-10-18 12:10,9,2,25,36,4,58,140,84,4,7,4,3,0,1,5
2024-10-18 12:20,16,0,24,44,0,60,121,60,16,6,6,2,0,0,3
2024-10-18 12:30,22,0,31,35,0,69,100,51,8,0,6,1,2,1,13
2024-10-18 12:40,18,0,38,42,0,78,115,76,13,1,4,1,0,3,9
2024-10-18 12:50,24,0,25,37,0,66,92,74,15,6,2,0,4,2,3
2024-10-18 13:00,36,4,25,56,0,59,84,51,7,5,2,3,1,4,0
2024-10-18 13:10,15,1,31,43,0,76,86,51,13,2,0,0,0,4,4
2024-10-18 13:20,13,1,26,29,0,46,74,61,3,2,6,3,5,1,3
2024-10-18 13:30,8,3,22,28,0,59,90,79,4,4,3,0,3,0,1
2024-10-18 13:40,28,0,13,37,0,80,81,56,5,19,6,0,5,2,1
2024-10-18 13:50,23,1,17,40,0,86,82,58,6,0,2,4,5,1,3
2024-10-18 14:00,32,4,20,47,0,66,77,60,6,6,3,6,4,3,3
2024-10-18 14:10,22,0,27,34,0,74,75,66,4,5,4,2,2,2,1
2024-10-18 14:20,19,0,21,49,0,58,66,66,7,6,10,3,0,2,6
2024-10-18 14:30,38,1,29,32,2,67,64,61,12,5,5,2,2,4,1
2024-10-18 14:40,21,4,22,24,0,40,60,55,5,8,4,0,1,4,3
2024-10-18 14:50,26,1,21,37,0,63,66,64,9,0,7,0,3,4,0
2024-10-18 15:00,18,3,8,38,0,86,63,52,18,6,3,0,5,4,1
2024-10-18 15:10,12,5,13,40,0,63,70,67,15,2,7,3,2,4,4
2024-10-18 15:20,5,3,28,29,0,42,72,64,11,0,4,0,1,0,3
2024-10-18 15:30,24,1,35,35,12,48,53,59,4,4,4,4,5,7,2
2024-10-18 15:40,34,9,12,23,1,87,69,60,12,1,7,6,0,4,1
2024-10-18 15:50,26,2,17,33,1,82,61,51,3,2,9,6,0,6,1
2024-10-18 16:00,11,4,20,27,0,75,60,70,10,0,1,1,0,3,2
2024-10-18 16:10,14,0,30,17,0,70,65,50,8,3,1,1,0,6,2
2024-10-18 16:20,15,1,25,35,1,70,67,55,6,6,7,0,6,2,9
2024-10-18 16:30,20,2,21,33,0,87,62,52,19,3,4,2,1,9,3
2024-10-18 16:40,18,1,32,27,0,79,55,91,3,5,6,9,2,2,8
2024-10-18 16:50,12,1,32,38,1,116,56,85,15,2,3,3,0,2,2
2024-10-18 17:00,26,0,20,33,0,88,71,59,7,5,7,0,3,4,2
2024-10-18 17:10,29,1,35,47,2,104,71,75,1,8,11,2,0,1,1
2024-10-18 17:20,33,5,18,31,0,70,106,66,3,4,7,0,1,2,2
2024-10-18 17:30,35,3,26,48,1,104,103,69,8,2,8,9,0,4,0
2024-10-18 17:40,22,1,29,49,1,109,129,78,4,3,1,0,0,2,4
2024-10-18 17:50,25,0,36,38,0,80,98,61,12,3,1,0,1,2,1
2024-10-18 18:00,24,0,30,35,1,78,107,87,5,2,7,2,2,2,1
2024-10-18 18:10,30,2,28,29,0,85,156,91,3,7,8,2,0,3,1
